YEAR,STATE,EVTYPE,FATALITIES,INJURIES,PROPDMG,CROPDMG
1981,kansas,TORNADO,1,42,31.56284,0
1982,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1982,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1982,kansas,TORNADO,3,21,50.90792,0
1983,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1983,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1983,kansas,TORNADO,1,29,31.13636,0
1984,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1984,kansas,THUNDERSTORM / THUNDERSTORM WIND,4,23,0,0
1984,kansas,TORNADO,1,22,82.75189,0
1985,kansas,ICE / SNOW / FROST / HAIL,0,2,0,0
1985,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,11,0,0
1985,kansas,TORNADO,0,1,13.3125,0
1986,kansas,ICE / SNOW / FROST / HAIL,0,19,0,0
1986,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,6,0,0
1986,kansas,TORNADO,0,3,7.19025,0
1987,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1987,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,59,0,0
1987,kansas,TORNADO,0,2,7.30775,0
1988,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1988,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,9,0,0
1988,kansas,TORNADO,0,24,3.136,0
1989,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1989,kansas,THUNDERSTORM / THUNDERSTORM WIND,3,4,0,0
1989,kansas,TORNADO,0,1,0.32525,0
1990,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1990,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,37,0,0
1990,kansas,TORNADO,2,86,225.57,0
1991,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
1991,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,12,0,0
1991,kansas,TORNADO,19,259,574.96781,0
1992,kansas,ICE / SNOW / FROST / HAIL,0,59,0,0
1992,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,16,0,0
1992,kansas,TORNADO,0,13,62.7355,0
1993,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
1993,kansas,COLD / WIND AND WINDCHILL,0,0,0.02,0
1993,kansas,FLASH FLOOD,0,0,6.655,0.915
1993,kansas,FLOOD / DAM FAILURE,2,0,116.7655,62.755
1993,kansas,ICE / SNOW / FROST / HAIL,0,12,92.086,7.2295
1993,kansas,ICE / SNOW / FROST / HAIL,0,0,0.71,0
1993,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,2,7.0605,0
1993,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,3,12.6206,0.1081
1993,kansas,TORNADO,1,6,22.966,1.056
1994,kansas,COLD / WIND AND WINDCHILL,0,0,0.765,0.0055
1994,kansas,FLASH FLOOD,1,0,1.3415,1.02
1994,kansas,FLOOD / DAM FAILURE,0,0,22.555,2.6
1994,kansas,FOG / VOG / SMOKE,1,13,0,0
1994,kansas,ICE / SNOW / FROST / HAIL,0,0,1.5939,12.369
1994,kansas,ICE / SNOW / FROST / HAIL,1,0,1.172,0
1994,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,1,2,1.681,0
1994,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,16,92.44895,2.0335
1994,kansas,TORNADO,0,8,11.6515,0.06
1995,kansas,BLIZZARD / WINTER STORM / WEATHER,2,6,0,0
1995,kansas,COLD / WIND AND WINDCHILL,0,0,25,2.5
1995,kansas,COLD / WIND AND WINDCHILL,0,4,0.4696,0.155
1995,kansas,FLASH FLOOD,0,0,9.322075,1.522
1995,kansas,FLOOD / DAM FAILURE,0,0,2.326,1.513
1995,kansas,FOG / VOG / SMOKE,0,0,0,0
1995,kansas,ICE / SNOW / FROST / HAIL,0,1,16.168045,12.4172
1995,kansas,ICE / SNOW / FROST / HAIL,0,0,0.015,50.01
1995,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,3,0.605,0.02
1995,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.7,0
1995,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,6,5.958505,0.358
1995,kansas,TORNADO,0,12,4.236,3.981
1996,kansas,BLIZZARD / WINTER STORM / WEATHER,1,1,0.008,0
1996,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
1996,kansas,COLD / WIND AND WINDCHILL,1,2,0.48,0
1996,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1996,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1996,kansas,DROUGHT / HEAT / WILDFIRE,0,3,0.25,0
1996,kansas,FLASH FLOOD,2,3,2.569,0.605
1996,kansas,FLOOD / DAM FAILURE,0,0,0,0.705
1996,kansas,ICE / SNOW / FROST / HAIL,0,0,7.59805,16.471
1996,kansas,ICE / SNOW / FROST / HAIL,0,0,4.563,0
1996,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,2,1,0.4846,0
1996,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.103,0.004
1996,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,8,34.861,5.052
1996,kansas,TORNADO,0,0,5.134,0.367
1997,kansas,BLIZZARD / WINTER STORM / WEATHER,0,1,8,0.5
1997,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
1997,kansas,COLD / WIND AND WINDCHILL,0,0,0.008,0
1997,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1997,kansas,FLASH FLOOD,0,0,2.11,0.05
1997,kansas,FLOOD / DAM FAILURE,0,1,0.075,0
1997,kansas,ICE / SNOW / FROST / HAIL,0,0,4.8775,4.365
1997,kansas,ICE / SNOW / FROST / HAIL,10,23,0.587,0
1997,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,4,0.359,0.007
1997,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1997,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,3,4.2392,0.775
1997,kansas,TORNADO,0,3,2.935,0
1998,kansas,BLIZZARD / WINTER STORM / WEATHER,1,9,0.45,0
1998,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
1998,kansas,COLD / WIND AND WINDCHILL,0,1,0.382,0
1998,kansas,DROUGHT / HEAT / WILDFIRE,2,0,0,0
1998,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0.15,0
1998,kansas,FLASH FLOOD,2,5,24.452,0.355
1998,kansas,FLOOD / DAM FAILURE,1,2,33.53,2.781
1998,kansas,ICE / SNOW / FROST / HAIL,0,0,13.4488,51.76
1998,kansas,ICE / SNOW / FROST / HAIL,6,6,3.63,0
1998,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.633,0
1998,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.075,0.2
1998,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,5,17.00135,2.7
1998,kansas,TORNADO,0,3,7.192,0.1
1999,kansas,BLIZZARD / WINTER STORM / WEATHER,0,2,2.077,0
1999,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
1999,kansas,COLD / WIND AND WINDCHILL,1,4,0.2615,0
1999,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1999,kansas,DROUGHT / HEAT / WILDFIRE,2,0,0,0
1999,kansas,FLASH FLOOD,0,0,2.87,0.31
1999,kansas,FLOOD / DAM FAILURE,0,0,0.335,0.01
1999,kansas,ICE / SNOW / FROST / HAIL,0,1,58.952,14.6
1999,kansas,ICE / SNOW / FROST / HAIL,1,5,0.008,0
1999,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,2,2,0.3265,0
1999,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1999,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,13,6.1523,0.7
1999,kansas,TORNADO,6,155,147.175,0.1
2000,kansas,BLIZZARD / WINTER STORM / WEATHER,4,4,0,0
2000,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
2000,kansas,COLD / WIND AND WINDCHILL,1,2,0.19115,0
2000,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,61.85
2000,kansas,DROUGHT / HEAT / WILDFIRE,2,14,0,0
2000,kansas,FLASH FLOOD,0,0,0,0.25
2000,kansas,FLOOD / DAM FAILURE,0,0,0,0
2000,kansas,FOG / VOG / SMOKE,2,3,0,0
2000,kansas,ICE / SNOW / FROST / HAIL,0,5,22.626,9.551
2000,kansas,ICE / SNOW / FROST / HAIL,1,0,0.26,0
2000,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,2,0.8245,0
2000,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,5,4.5458,4.204
2000,kansas,TORNADO,0,37,76.669,0.25
2001,kansas,BLIZZARD / WINTER STORM / WEATHER,0,7,0,0
2001,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
2001,kansas,COLD / WIND AND WINDCHILL,1,5,5.61,0
2001,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2001,kansas,FLASH FLOOD,1,0,0.005,0.1
2001,kansas,FLOOD / DAM FAILURE,0,0,2.28,0.25
2001,kansas,FOG / VOG / SMOKE,1,0,0,0
2001,kansas,ICE / SNOW / FROST / HAIL,0,0,0.708,1.4
2001,kansas,ICE / SNOW / FROST / HAIL,5,2,0,0
2001,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,3.1735,3.00E-04
2001,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2001,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,4,4.86375,3.5
2001,kansas,TORNADO,1,31,47.092,0
2002,kansas,BLIZZARD / WINTER STORM / WEATHER,0,2,23,0
2002,kansas,COLD / WIND AND WINDCHILL,0,0,0.344,0
2002,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,60.004
2002,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2002,kansas,FLASH FLOOD,0,0,1.405,0.5
2002,kansas,FLOOD / DAM FAILURE,0,0,0.065,0.65
2002,kansas,FOG / VOG / SMOKE,0,0,0,0
2002,kansas,ICE / SNOW / FROST / HAIL,0,0,1.3065,22.9
2002,kansas,ICE / SNOW / FROST / HAIL,1,0,37.41,0
2002,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,3,0.28845,0
2002,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2002,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,3,17.6407,12.7
2002,kansas,TORNADO,0,1,21.851,0
2003,kansas,BLIZZARD / WINTER STORM / WEATHER,3,24,0.023,0
2003,kansas,BLIZZARD / WINTER STORM / WEATHER,1,0,0,0
2003,kansas,COLD / WIND AND WINDCHILL,0,0,0.12852,0
2003,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,20
2003,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2003,kansas,FLASH FLOOD,7,2,5.804,4.95
2003,kansas,FLOOD / DAM FAILURE,0,0,0.5,1.02
2003,kansas,FOG / VOG / SMOKE,0,0,0,0
2003,kansas,ICE / SNOW / FROST / HAIL,0,0,6.204,1.442
2003,kansas,ICE / SNOW / FROST / HAIL,2,6,0,0
2003,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,3,0.64885,0.001
2003,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.125,0
2003,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,9,11.27375,0
2003,kansas,TORNADO,8,84,59.131,2.261
2004,kansas,BLIZZARD / WINTER STORM / WEATHER,2,1,0.042,0
2004,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2004,kansas,COLD / WIND AND WINDCHILL,1,0,0.341,0
2004,kansas,DUST STORM / DEVIL,0,0,0,0
2004,kansas,FLASH FLOOD,0,0,3.66,0.95
2004,kansas,FLOOD / DAM FAILURE,0,0,0.35,0
2004,kansas,FOG / VOG / SMOKE,1,9,0.065,0
2004,kansas,ICE / SNOW / FROST / HAIL,0,0,2.2287,9.3766
2004,kansas,ICE / SNOW / FROST / HAIL,0,5,0.025,0
2004,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.8519,0
2004,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2004,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,15,5.3806,0.785
2004,kansas,TORNADO,0,6,29.3095,0.9
2005,kansas,BLIZZARD / WINTER STORM / WEATHER,4,2,36.5,0
2005,kansas,BLIZZARD / WINTER STORM / WEATHER,1,8,0.048,0
2005,kansas,COLD / WIND AND WINDCHILL,0,0,0.02,0
2005,kansas,DROUGHT / HEAT / WILDFIRE,1,0,0,0
2005,kansas,FLASH FLOOD,1,9,15.551,1.995
2005,kansas,FLOOD / DAM FAILURE,0,0,9.73,0.3
2005,kansas,FOG / VOG / SMOKE,0,0,0,0
2005,kansas,ICE / SNOW / FROST / HAIL,0,0,4.63575,6.948
2005,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
2005,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.232,0
2005,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.87,0.15
2005,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,21,22.74575,3
2005,kansas,TORNADO,0,0,7.593,0.25
2006,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,39.345,0
2006,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2006,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
2006,kansas,COLD / WIND AND WINDCHILL,0,2,0.5292,0
2006,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2006,kansas,DROUGHT / HEAT / WILDFIRE,5,3,0,0
2006,kansas,DROUGHT / HEAT / WILDFIRE,0,0,1.11,0.03
2006,kansas,FLASH FLOOD,0,0,0.485,0.1
2006,kansas,FLOOD / DAM FAILURE,0,0,0.02,0.25
2006,kansas,FOG / VOG / SMOKE,0,0,0,0
2006,kansas,ICE / SNOW / FROST / HAIL,0,0,76.707,5.62
2006,kansas,ICE / SNOW / FROST / HAIL,0,0,0.51,0
2006,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,2.494,0
2006,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.261,0.2
2006,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,5,11.77755,0.315
2006,kansas,TORNADO,0,18,3.525,0
2007,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0.25,0
2007,kansas,BLIZZARD / WINTER STORM / WEATHER,0,3,0.008,0
2007,kansas,COLD / WIND AND WINDCHILL,0,0,0,0.5
2007,kansas,COLD / WIND AND WINDCHILL,0,1,0.2585,0.003
2007,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2007,kansas,FLASH FLOOD,1,0,205.332,0.402
2007,kansas,FLOOD / DAM FAILURE,0,0,59.149,2.962
2007,kansas,FOG / VOG / SMOKE,0,0,0,0
2007,kansas,ICE / SNOW / FROST / HAIL,0,0,0.5905,4.1
2007,kansas,ICE / SNOW / FROST / HAIL,0,0,141.96,4.25
2007,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,1,1,0.265,0
2007,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,6,0.146,0
2007,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,3,8.444,0.595
2007,kansas,TORNADO,14,82,259.426,0.05
2008,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2008,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,2.298,0
2008,kansas,COLD / WIND AND WINDCHILL,0,0,0.27385,0.01
2008,kansas,FLASH FLOOD,1,1,6.2142,6.171
2008,kansas,FLOOD / DAM FAILURE,1,0,0.39925,0.122
2008,kansas,ICE / SNOW / FROST / HAIL,0,0,3.98655,21.045
2008,kansas,ICE / SNOW / FROST / HAIL,0,0,0,0
2008,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,1,10,0.227,0
2008,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.015,0
2008,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,11,8.17215,2.1
2008,kansas,TORNADO,5,9,39.9525,2.9
2009,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,2.915,0
2009,kansas,BLIZZARD / WINTER STORM / WEATHER,1,0,0.595,0
2009,kansas,COLD / WIND AND WINDCHILL,0,0,0,0
2009,kansas,COLD / WIND AND WINDCHILL,0,0,0.48,0
2009,kansas,FLASH FLOOD,0,1,6.9532,0.077
2009,kansas,FLOOD / DAM FAILURE,4,0,2.3271,0.231
2009,kansas,ICE / SNOW / FROST / HAIL,0,21,29.73935,19.151
2009,kansas,ICE / SNOW / FROST / HAIL,0,0,3.23,0
2009,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,1,4,0.24525,0
2009,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.01,0
2009,kansas,THUNDERSTORM / THUNDERSTORM WIND,1,6,48.08345,2.38
2009,kansas,TORNADO,0,6,5.3855,0
2010,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0.075,0
2010,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0.109,0
2010,kansas,COLD / WIND AND WINDCHILL,0,0,0.004,0
2010,kansas,COLD / WIND AND WINDCHILL,0,0,0.04412,0
2010,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2010,kansas,DROUGHT / HEAT / WILDFIRE,0,1,0.1,0
2010,kansas,DUST STORM / DEVIL,0,0,0,0
2010,kansas,FLASH FLOOD,0,0,0.6427,0.01
2010,kansas,FLOOD / DAM FAILURE,0,0,0.0897,0.1
2010,kansas,FOG / VOG / SMOKE,0,0,0.045,0
2010,kansas,ICE / SNOW / FROST / HAIL,0,0,151.46035,10.06
2010,kansas,ICE / SNOW / FROST / HAIL,0,0,0.02,0
2010,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.407,0.001
2010,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.034,0
2010,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,26,6.6488,0
2010,kansas,TORNADO,0,0,1.2568,0
2011,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0.547,0
2011,kansas,BLIZZARD / WINTER STORM / WEATHER,0,0,0.558,0
2011,kansas,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,0,0
2011,kansas,COLD / WIND AND WINDCHILL,1,0,0,0
2011,kansas,COLD / WIND AND WINDCHILL,0,0,0.1965,0
2011,kansas,DROUGHT / HEAT / WILDFIRE,0,0,0,14.1
2011,kansas,DROUGHT / HEAT / WILDFIRE,3,0,0.108,0
2011,kansas,DROUGHT / HEAT / WILDFIRE,0,0,1.005,0
2011,kansas,FLASH FLOOD,0,0,0.045,0
2011,kansas,FLOOD / DAM FAILURE,0,0,2.2522,11.6
2011,kansas,FOG / VOG / SMOKE,0,0,0.05,0
2011,kansas,ICE / SNOW / FROST / HAIL,0,1,11.60795,28.6
2011,kansas,ICE / SNOW / FROST / HAIL,0,0,0.071,0
2011,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,1,1,0.292,0
2011,kansas,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2011,kansas,THUNDERSTORM / THUNDERSTORM WIND,0,13,4.1183,1.953
2011,kansas,TORNADO,3,7,20.725,0
1950,kentucky,TORNADO,0,0,0.5,0
1951,kentucky,TORNADO,1,11,0.275,0
1952,kentucky,TORNADO,0,21,0.25,0
1954,kentucky,TORNADO,0,0,0.2775,0
1955,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1955,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1955,kentucky,TORNADO,0,13,0.525,0
1956,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1956,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1956,kentucky,TORNADO,1,16,2.85753,0
1957,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1957,kentucky,TORNADO,0,0,0.3,0
1958,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1958,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1958,kentucky,TORNADO,0,12,0.35503,0
1959,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1959,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1959,kentucky,TORNADO,3,6,2.775,0
1960,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1960,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1960,kentucky,TORNADO,0,12,2.50025,0
1961,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1961,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1961,kentucky,TORNADO,1,66,20.05,0
1962,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1962,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1962,kentucky,TORNADO,0,0,0.05,0
1963,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1963,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1963,kentucky,TORNADO,0,7,1.125,0
1964,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1964,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1964,kentucky,TORNADO,3,35,1.705,0
1965,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1965,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1965,kentucky,TORNADO,1,11,3.05025,0
1966,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1966,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1966,kentucky,TORNADO,0,2,0.1,0
1967,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1967,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1967,kentucky,TORNADO,0,7,0.88,0
1968,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1968,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1968,kentucky,TORNADO,7,398,30.55003,0
1969,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1969,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1969,kentucky,TORNADO,0,15,0.305,0
1970,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1970,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1970,kentucky,TORNADO,0,15,0.33,0
1971,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1971,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1971,kentucky,TORNADO,9,130,13.18003,0
1972,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1972,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1972,kentucky,TORNADO,0,9,1.3575,0
1973,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1973,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1973,kentucky,TORNADO,0,15,1.035,0
1974,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1974,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1974,kentucky,TORNADO,72,1306,70.47825,0
1975,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1975,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1975,kentucky,TORNADO,0,0,0.025,0
1976,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1976,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1976,kentucky,TORNADO,1,11,0.7775,0
1977,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1977,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1977,kentucky,TORNADO,0,23,2.35,0
1978,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1978,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1978,kentucky,TORNADO,0,17,7.775,0
1979,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1979,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1979,kentucky,TORNADO,1,33,3.5505,0
1980,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1980,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1980,kentucky,TORNADO,2,14,7.125,0
1981,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1981,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1981,kentucky,TORNADO,0,10,5.02525,0
1982,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1982,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1982,kentucky,TORNADO,0,22,36.55,0
1983,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1983,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1983,kentucky,TORNADO,0,7,2.60528,0
1984,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1984,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,4,0,0
1984,kentucky,TORNADO,0,10,3.8775,0
1985,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1985,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,1,0,0
1985,kentucky,TORNADO,0,0,2.6,0
1986,kentucky,ICE / SNOW / FROST / HAIL,0,1,0,0
1986,kentucky,THUNDERSTORM / THUNDERSTORM WIND,1,52,0,0
1986,kentucky,TORNADO,0,28,25.65,0
1987,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1987,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,28,0,0
1987,kentucky,TORNADO,0,0,0.08253,0
1988,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1988,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1988,kentucky,TORNADO,1,15,25.075,0
1989,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1989,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,20,0,0
1989,kentucky,TORNADO,0,5,12.5755,0
1990,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1990,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,16,0,0
1990,kentucky,TORNADO,0,7,34.4275,0
1991,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1991,kentucky,THUNDERSTORM / THUNDERSTORM WIND,2,26,0,0
1991,kentucky,TORNADO,1,15,15.7775,0
1992,kentucky,ICE / SNOW / FROST / HAIL,0,0,0,0
1992,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,4,0,0
1992,kentucky,TORNADO,1,9,5.13275,0
1993,kentucky,BLIZZARD / WINTER STORM / WEATHER,1,0,0,0
1993,kentucky,COLD / WIND AND WINDCHILL,1,0,0.05,0
1993,kentucky,FLASH FLOOD,1,2,0.955,5.00E-04
1993,kentucky,FLOOD / DAM FAILURE,0,0,0.505,0.005
1993,kentucky,ICE / SNOW / FROST / HAIL,0,0,1.2091,5.00E-04
1993,kentucky,ICE / SNOW / FROST / HAIL,0,0,0.5,0
1993,kentucky,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.1,0
1993,kentucky,THUNDERSTORM / THUNDERSTORM WIND,0,3,59.89655,0.5005
1993,kentucky,TORNADO,0,0,1.1,0
